textID,text,selected_text,sentiment
e1cf6a99a1," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",.perfect,positive
eb0e2ed274,Bummed out I am missing a rock climbing trip next week,missing,negative
7ccc3bafa7,lamentablemente paso  #jrztwitterlunch,lamentablemente paso  #jrztwitterlunch,neutral
804efc7f73, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,hard,negative
e9cc6487c5,is about to go duster shoppping in greenhills with my Mom for Balikbayans,is about to go duster shoppping in greenhills with my Mom for Balikbayans,neutral
b16b566d38,says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj,neutral
55cb950187,BREAKING NEWS: GM shares are currently trading below $1.00 at only $.88 per share!!,trading below $1.00 at only $.88 per share!!,negative
06a80bb433,Sorry I`m not using tweetdeck it`s not letting me tweet today,Sorry,negative
476f9b7220,"I feel like drinking wine, but I don`t have any.","I feel like drinking wine, but I don`t have any.",neutral
f6c8242722,you are so right! ,you are so right!,positive
c4f7024010,In denial about the moving van parked a few blocks away.,In denial,negative
168216a4a6, not yet. im still loading it.  have you?,not yet. im still loading it.  have you?,neutral
3d7b8ed35a,im so hungry and i have nothing to eat,hungry,negative
3d4f5c3352, I hope for a speedy recovery for you!,I hope for a speedy recovery for you!,positive
adb9a99727,"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr","is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr",neutral
007f31acef,"kid`s class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!","kid`s class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!",neutral
db60576b3b," Well, all I can do, is pray for you.....",", is pray for you....",positive
036fd7221e, thankfully it`s just a really bad sinus infection. they`re just watching out for me since i`ve traveled recently. thanks though,thankfully it`s just a really bad sinus infection.,neutral
3e5f81129f,"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier","is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",neutral
751983d6dd, ****. She got it on the first try.,****. She got it on the first try.,neutral
a95d808e79,Just loaned out a set of aerobars to team mate for tomorrow`s Texas Cup race at Alkek. Bummed I won`t be there.,Bummed I won`t be there.,negative
501ae0d4e7, like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn`t have em,miss,negative
4ba5995598,i`m so hungry,i`m so hungry,negative
dffaa26ccb,Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!,Your Right!,positive
db359564ad, Anything for . So sorry man  I am not a patsy generally...,sorry,negative
e98c74b566,Market whn goes lower also problem and when it goes like a wild bull also problem,problem,negative
8047dcae8d, Oh wow they are really good  I think Im going to use one of them lol.,Oh wow they are really good  I think Im going to use one of them lol.,positive
93eafd1c6f,"It`s clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much","It`s clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",neutral
ef2800f3fc, I hate June gloom. I was getting so excited for the beach.,I hate June gloom. I was getting so excited for the beach.,neutral
c903600ded,Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.,Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.,neutral
ab41356c44,is back from TAFE and has bowling in about an hour,is back from TAFE and has bowling in about an hour,neutral
fe2236d866,love for vintage books...old books shopping this morning,love for vintage books..,positive
59a1baecc5,I need some plugs. for real. my ears want to stretch. and I have no money,I have no money,negative
e06bc00a87, lol very much appreciated!!!  so excited!!!,appreciated!,positive
ddd476e4b0, it was apparently a request by the guests,it was apparently a request by the guests,neutral
4fbdde8980, your vid wont play  x,your vid wont play,neutral
b68cee516f,is not having a good day... I havent had a good week forreal!!,is not having a good day... I havent had a good week forreal!!,negative
ece2b988f1, Can`t  No money to spend.,Can`t  No money to spend.,neutral
c910133db2,start again... so now theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,short stack.,negative
a341b1ab46,"Back in Glasgow, stuck in traffic on the M8",stuck in,negative
fbaca7805c,"PLEASE PLEASE, ANYONE?","PLEASE PLEASE, ANYONE?",positive
0c797b1afc,not looking forward to dress shopping tomorrow. so afraid there`s no way i`ll be able to get what i want,so afraid,negative
4f4817863a,at hannah montana set.... im missing tennessee ALOT today,im missing tennessee ALOT today,negative
f71cf379a4,"_uk Yeah, but it`s Myst!","_uk Yeah, but it`s Myst!",neutral
2496e631d7, night honey..see ya tomorrow,night honey..see ya tomorrow,positive
d17f1c6d9f, so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.  http://myloc.me/1XIz,so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.  http://myloc.me/1XIz,neutral
ec63ef98d1,_ that is the truth.,_ that is the truth.,positive
60746afb7a,but mum just burned some bacon... smoke alarm`s a ****,but mum just burned some bacon... smoke alarm`s a ****,neutral
1d60af77d3," don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!","don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!",neutral
ef293d2004, Im glad you`re a lot happier barakitten  <3 see yah in july,Im glad,positive
6b75d0a016,happy mommys day!,happy,positive
5c0f6aca04,gonna have a lazy day today,a lazy day,negative
63fd0bc986,its 35 now.   ilycecily <3,ts 35 now.   ilycecily <3,positive
61bfafe955, Hi Kate  How are you?,Hi Kate  How are you?,neutral
b05ed71c4b,"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.","I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",neutral
68ce79e43b, did I miss something??,did I miss something??,neutral
2e1eac90a5," we did! They came out cold  The cheese sauce was good, though.","They came out cold  The cheese sauce was good, though.",positive
a019c63c8b," we had scones this afternoon!! they were great  we`re gonna make cupcakes this week, on Wednesday!","we had scones this afternoon!! they were great  we`re gonna make cupcakes this week, on Wednesday!",neutral
039010ddab,"I don`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",sickness,negative
c236eb7d62, kayla & I went to go visit you but they wouldn`t let us in school!,kayla & I went to go visit you but they wouldn`t let us in school!,neutral
f2f112a6cf,Santa monica bound,Santa monica bound,neutral
1dc2cee7c2," yeah i`m not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet","yeah i`m not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet",neutral
509a6c533a,Followed by the great Super Mazembe. One of the favorites around here  ? http://blip.fm/~5jkbp,Followed by the great Super Mazembe. One of the favorites around here  ?,neutral
422a6b4d96,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!","The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative
890259f4c6,"Forced myself out of bed this morning, but failed to cycle in. ****.","Forced myself out of bed this morning, but failed to cycle in. ****.",negative
36eb4b38b6,"I get another pack of geography test, so I have to correct it on the weekend.","I get another pack of geography test, so I have to correct it on the weekend.",neutral
3758dfebd1,Officially Mother Day here HAPPY Mother Day to all the MOMS,HAPPY Mother Day to,positive
6d260d19cd,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative
2f17e1827b,just getting off of work for the day! Hope everyone has a wonderful mother`s day tomorrow! Hope you enjoy ur cheesecakes too!,wonderful,positive
cde576a019, Love that song! Happy Monday,Love that song! Happy Monday,positive
29d7104494,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly","After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly",neutral
e6566b8278,"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",great,positive
b728ad58aa,Hello Everybody   `Tis a cloudy day here in Amanzimtoti today.,Hello Everybody   `Tis a cloudy day here in Amanzimtoti today.,neutral
b060485472,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out,neutral
1bd114c455,I saw the sun..... but then I blink and it was gone,it was gone,negative
9dae588aa3, :  i know i*m late but i didn`t had internet. so happy bithday to you and pierre!,:  i know i*m late but i didn`t had internet. so happy bithday to you and pierre!,neutral
0aede53d2d,Burp the Frog  http://is.gd/rae9,Burp the Frog,neutral
2e89c0a139,  .... It was just alriiightt,.... It was just alriiightt,neutral
9bc88bd949,Is fighting a horrid headache with a large Vanilla Iced Coffee.,horrid headache wi,negative
736ac9aaeb,i keep coughing my guts up,i keep coughing my guts up,neutral
c3a05fae64, OMG i want to go too!  hahaha,OMG i want to go too!  hahaha,positive
6d84858c19,Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,Is anyone`s #visialvoicemail working. Have done the sync. Turned off & on. But still not going  Help?,neutral
941a5a75fa, at the #manics gig.  Toasting your speedy recovery - sorry you can`t be here,at the #manics gig.  Toasting your speedy recovery - sorry you can`t be here,neutral
3080b78ce2,all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,positive
d3c5e838e2,"TGIF, too bad the weather sucks...",too bad the weather sucks..,negative
38bec1e450,RIP Robin from the Washington Park library,RIP Robin,negative
246f465298, Yes yes Is. Ima Guna Be On For a While Lol.,Yes yes Is. Ima Guna Be On For a While Lol.,neutral
3994f595a8,http://bit.ly/dIQF3 I hope some day my mom will get this message!,I hope some day my mom will get this message!,positive
4bd5eca687,"My back hurts and I`m meant to be going out tonight, poor the Rik",hurts,negative
349a0df018,_Heidi_V  Thank you pretty lady.,pretty,positive
98b7454eb3, The ball is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness,develop,positive
cd155fe672, i keep thinking about FOOD! i made myself some tea,i keep thinking about FOOD! i made myself some tea,neutral
b505cb37c9,"So, I picked up Chris Botti`s~Live in Boston CD, listening while driving home tonight under the moon. Didn`t want it to end.",Didn`t want it to end.,positive
aa5fa36e1d, not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,not cool.   Hope you feel bette,neutral
57330845de,on the way to nanny  school starts tomorrow! one step closer to being a teacher!,on the way to nanny  school starts tomorrow! one step closer to being a teacher!,neutral
175145f5c8,star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.,woo.,positive
8fcb176708,tour got canceled,tour got canceled,neutral
03fde76ca1,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,! I Think I Re-Ripped something !!! Yeah THAT !!,negative
f359618ee2,"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you all!",",  Best Holy Day wishes to you all",positive
5a77e2b2d6, I GOT IT! i hope i get off of work in time for UP   want my job?,I GOT IT! i hope i get off of work in time for UP   want my job,neutral
e9f31b1bf7,transcribing my tenth (and last) report for the night,transcribing my tenth (and last) report for the night,neutral
f65197721b,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",disagree,negative
66ce4f66ad,fml my work uniform is on the washing line,fml my,negative
32f4183741,Horrid dream. I suspect I will have to cancel my plans tonight...,Horrid dream.,negative
3fbddd2d8d,_roo you`re welcome.,welcome.,positive
f280a72e80, Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,Your guides are truly many times a lifesaver to me,positive
e67d1e9731,"Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB","Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB",neutral
a4fed9b17d, Wish I was in ATL!!,Wish,positive
350c1b8b2c, good good!!,good good!!,positive
1df4a18f20, i was studying computing this year...bring as feck!! changing to plant science  next year,i was studying computing this year...bring as feck!! changing to plant science  next year,neutral
f00076628b, Your welcome hun!    They are all amazing people - make sure to say hello to them!,!    They are all amazing peopl,positive
43496c232b," I got a coupon, but I couldn`t register it because you have to be in the US",I couldn`t register,negative
6c8d5df709,Wishing it was naptime,Wishing,positive
006bfcc0d0,Here are the cupcakes I made.  http://twitpic.com/4w425,Here are the cupcakes I made.  http://twitpic.com/4w425,neutral
955c914a99,"Well, there goes *that* shirt. Haha","Well, there goes *that* shirt. Haha",neutral
b29c3ad87f,Poltergeist! In my house,Poltergeist!,negative
834e3800a5,_Nicole I have to close my eyes when I watch it,_Nicole I have to close my eyes when I watch it,neutral
66b70595b2,"Had a blast, babe. Thanks joe. <3  i love everyone! Tyler...happy birthday.",love,positive
dd638181f9, yea.. I will    haha,yea.. I will    ha,neutral
7ed43fb65d,is cold and wished to go back to bed,wished to go,positive
17dfbe1ed9, thanks for having me! i had a great time too,thanks,positive
ae617bacb1, that is definitely a blast from the past,blast,positive
d9c17c2a1e, Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.,Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.,neutral
185b8ed010,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",= motivation,positive
d7c1d78739, I really hope so,hope,positive
5b4ac521f7, what are these ones called?   http://twitpic.com/4wauk,what are these ones called?   http://twitpic.com/4wauk,neutral
e2b598f6c5," Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~","Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",neutral
04b1eb29be,", love your background, I just might have to copy it",love,positive
2a381bb204,   Doh! I`m an inside job LOLzor.,Doh! I`m an inside job LOLzor.,neutral
1190b93cd7,im trying to put up a pic but it wont work!!!!,im trying to put up a pic but it wont work!!!!,neutral
7f9f8951c7,"to be really really... not bored but bad, i won`t now the news  but thats ok. BRB x","bad,",negative
c64d30a2ad,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,nice,positive
6b7323bfcf,Happy Mother`s Day!  @>--->--->--- A rose for YOU!,Happy,positive
4cae343799,just made a South-Korean email pal. Happy!,Happy!,positive
fd7a68c36f, Sigh,Sigh,neutral
236354f6ef,likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,likes,positive
edc32dc56b,I`ll go now.I`ll watch teen nick!,I`ll go now.I`ll watch teen nick!,neutral
8022534fc2," Thankyou, yes. Off to a pre-wedding party now.","Thankyou,",positive
6a2b6cfe44,I loved johnny carson now I`m going to hate seeing jay leno go  (via ) that`s what I was waiting for someone to say!,I loved johnny carson now I`m going to hate seeing jay leno go  (via ) that`s what I was waiting for someone to say!,neutral
d1656f1b8a,Fell off the wagon and had a Maccy`s!! : Fell off the wagon and had a Maccy`s!!,Fell off the wagon and had a Maccy`s!! : Fell off the wagon and had a Maccy`s!!,neutral
b491a38553, <<< Just like in HIMYM,<<< Just like in HIMYM,neutral
aa8b3df96e, oh yeah them too. LOL,oh yeah them too. LOL,neutral
3dc3fa8cbd,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,proud of,positive
ca9d4dddc2, No.  Just sitting around sculpting tiny koi.,No.  Just sitting around sculpting tiny koi.,neutral
5cf245be15,I had to unhook twitter from Facebook because all my Facebook cronies were complaining.,complaining.,negative
56e70bc330,_Cool yep here`s hoping,hoping,positive
5c9d292a34,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,neutral
bdd93d298d,17 again was funny,funny,positive
e1df6bc97b,Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and ,sorry,negative
171334d37d, too short as usual...  but was awesome,t was awesome,positive
91b2fe4ee7, omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,neutral
75d3edbeda,"Work, work. Me not that kind o` orc.","Work, work. Me not that kind o` orc.",neutral
88e0e993b1,love how dad said he`d be ready to go at like 3:15 and it`s now 4pm and I`m still working.,love,positive
d876e12b5d,on my way to my dad`s with my sistas..  r.i.p. Deb..,.  r.i.p.,negative
f87b5205b8,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,neutral
2af2161c59,Number 999. My next tweet must be something really special.,My next tweet must be something really special.,positive
16c0ee3282," LOL, point at yourself and laugh!","LOL, point at yourself and laugh!",positive
e9d6e37aa2,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,neutral
9cbf839e41,is on the phone,is on the phone,neutral
b4024682ca,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",g fun,positive
2cf3bc60c1,okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,neutral
8c650fdebd,got a surprising and sad news on a Friday  (clue:effect of global financial crisis) http://plurk.com/p/x2vyi,got a surprising and sad news on a Friday,neutral
1a9451c9e4,My poor phone is nekkid without its cover.,poor,negative
dd5339b91d,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,positive
0d3c185f03,have a good day      ? http://blip.fm/~5yomt,good,positive
c7ee0e5853,is trying to make this sunday last 48hours,is trying to make this sunday last 48hours,neutral
6b0ef16cbb,"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!","Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!",neutral
da421ac96b, Thanks bro.,Thanks bro.,positive
17b79b96b8, You be a good girl Whitney,good,positive
c1ca63de20,Making egg tart & Chinese egg pudding. Yum,Yum,positive
2a3514e79e, why do you say that i`m a ****? i find that hurtful!,hurtful!,negative
4110b56082, I`m only 6` 0',I`m only 6` 0',neutral
f967579fdb,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,SICK.,negative
39811168a4,Just came back from school.... Packing for my dad`s house,Just came back from school.... Packing for my dad`s house,neutral
97670f1527,"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs","at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs",neutral
75ca4d46a4,"looking for my sister on facebook, miss you yani",miss,negative
3d88d89c9d," Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)","Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)",neutral
e7bc4034ab, i am seeing you in sydney in 12 days for the third time,i am seeing you in sydney in 12 days for the third time,neutral
c2b8836496,On the way to my aunty`s,On the way to my aunty`s,neutral
fba410404e,_another_1 I love that we just get a little peek of your dimple,I love that we just get a little peek of your dimple,positive
deb1798a0a,"unhooking my pt`s, then home to SLEEP! SLEEP IS GOOD",GOOD,positive
79bf2ad703," Well, in LA is decent weather. Tell me what`s happening in the future",decent weather.,positive
d9d99093c7,_A_Tx lol i havent watched it yet..  congrats!,congrats!,positive
fcde07c192,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,negative
820645d39b," hi again, sorry was going to pass on your email to my assistant (Rel and Soc) and lost it. dm it to me, pls?",", sorry",negative
852481b907,flashlight tag!  i love playing games in the dark.,i love playing games in the dark.,positive
6969f81973, have fun at the viper room tomorrow night  i know the fam out there will be in attendance to support all of yall,fun,positive
fb96065ecc, totally agree,totally agree,positive
f90bb33e5b, yea me too  lol,yea me too  lol,neutral
653eaec42c, my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they **** up my order.,broken,negative
e0547795f4," **** YEAH DUDE!!! I would ask how it was, but I already **** know!  How`re you?","**** YEAH DUDE!!! I would ask how it was, but I already **** know!  How`re you?",neutral
81cab1b777, ugh some stupid teenagers just showed up. My peaceful time is over,ugh some stupid teenagers just showed up.,negative
7f9688883a,At work as always,At work as always,neutral
4b0a1d060d,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,.these dudes are clowns,negative
6193b1aa9e, cold & raining in inglewood,cold & raining in inglewood,neutral
f88994683d,You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR,You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR,neutral
ab268b8073," Yup, indeed, like train announcements: Shortly we will arrive in Kï¿½lle","Yup, indeed, like train announcements: Shortly we will arrive in",neutral
27cc670298, Go for it! Chinese sounds yum!,yum!,positive
840cb11d53, Done some book signings in Manchester. Nice people up there. Enjoy the week.,. Nice people up there.,positive
33f32a6832, NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,negative
aed8e73b0a,Plain White T`s and Sara Bareilles...can life get more amazing,amazing,positive
f58dcf3544, wait till england WC t20,wait till england WC t20,neutral
b87a9d5781,Happy Friday! I just realized I left my cell phone at home today though,Happy Friday!,positive
e520dc0838," yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it","yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it",neutral
8ef0d123f7, I am pretty sure that`s the sort if tweeting that will lose followers. But stuff it- it was well worth it,worth,positive
1458d54f02,Why do I always have a headache?,Why do I always have a headache?,negative
d6809c8848,"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",.let`s make it an awesome nite,positive
b4bb386488, wat the! you were in riverside??,wat the!,negative
69e983a4f4,Just work up,Just work up,neutral
370f2e509d, It`s ok now ! I`ve cleared my cache and everything is fine,everything is fine,positive
5515e8165b, awww  ok lol hopefully by than im still here and not back over in the states,l hopefully,positive
72f846e498,night to  - the light dims as you leave the chat room,night to  - the light dims as you leave the chat room,neutral
f530ffe449,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,neutral
f73dc7b2c2, it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.,it would be cool,positive
5355b4740b," yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",were fab,positive
120b400e8f, I was just about to put in '@' and then my username.. Wow.,Wow.,positive
9033b9a61a,wishing i was karen from will&grace,wishing i was karen from will&grace,neutral
eee928f898," Thanks, Nick. Means a lot coming from a designer of your caliber  #symphonycms","Thanks,",positive
71af97656b,is going to run a circle...also...ab zum Spooohort.,is going to run a circle...also...ab zum Spooohort.,neutral
f21ac9e48d,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!",Good,positive
e4e043c2b3," Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn`t, darnitt,","Ya, the weather has been super weird here.",negative
e8008ef169," no, sry, didn`t feel well at all. but there`ll be another change I believe  hope FFK09 was fun with lots of inspiring input.","no, sry, didn`t feel well at all.",negative
973aaf622e," Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.",a good,positive
7e21d29787,Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,Chem wasn`t better than physics. And now I`m so tired.,negative
9490ccbf28," I know, she`s great!  The Climb is sooo good!",The Climb is sooo good!,positive
891807b682, yeah I`m fine not to raid most things. Excepting liquor and cheese & bacon balls,yeah I`m fine not to raid most things. Excepting liquor and cheese & bacon balls,neutral
cecf5826a8," Boo, on both counts.","Boo, on both counts.",neutral
a5932c1ecb,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,Oh god! The cheesy disco music has started,negative
b1cf8c1838, be patient  you`ll get it soon,patient,positive
922e883348,Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,neutral
26ff75490f, aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,r -_- apparently it needed break from U huh!,negative
9765001930," Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...","Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",neutral
e2b9297d4d,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,positive
e735583988," So far, so good. It`s still early, though!",good.,positive
44c728cea9,At the movies. . . About to watch Star Trek!,At the movies. . . About to watch Star Trek!,neutral
a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,fun..,positive
07836035cd,damm i feel like the song of dead and gone by Travis Garland,damm,negative
a23f97102f, I`ve been readin your last few twitts. I hope your ok,hope,positive
6ea1335af4,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,its really hard to concentrate rite now,negative
b8a8d1b9c4," Weird, suddenly blogtalkradio is giving me a domain not found error.  I was just on it 5 minutes ago!","Weird,",negative
667408fa8b, Amazing.  Thereby proving we cannot believe anything we see,Amazing.,positive
de3833a81d,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,lame,negative
d37296352b,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,neutral
8984c25aa3, wats wrong boo,boo,negative
79f8ec3e9d,"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!","off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",neutral
4cfc41a1a2," THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",THIS CALLS FOR A HIGH FIVE!,positive
3f2e58d04b, Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be.,Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be,neutral
ab48ec1f60,  tis a sad day,a sad,negative
3fabb9fcb8," thanks neemah. I`m gonna be soooo close to you and izzy, yet so far",thanks neemah.,positive
fefc0ed9f0, wow.???? ??????,wow.,neutral
3d623c804f,Buying my first mac,Buying my first mac,neutral
19f646f64a, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,all the shows I`m going to have to miss because I`m broke.,negative
c3e458a1f5,Poor Lil J-Man has a fever. I can`t wait to go home and hold the little man!,Poor Lil J-Man has a fever. I can`t wait to go home and hold the little man!,neutral
7ad9764464, just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,neutral
a396c8b61a,"is almost done with the third/chapter cover page, yay",yay,positive
a6adde8a33, i was in a hospital for a week and a half pretty much on the virge of dying.,i was in a hospital for a week and a half pretty much on the virge of dying.,negative
7672fcfcd5,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can`t wait to start filling it up with entries! ),Can`t wait,positive
c7a3abfe7e,is wishing all of the mother`s out there a very Happy Mother`s Day!! Love ya!,Love,positive
